Username,Text
erikasari__,Admin knpa insentif yang bulan desember tanggal 20 gak jadi dikirim malah ganti jadwal jdi bulan 1 min
igetalliwant,"Gan, kok upload KTP ane nggak bisa yaa? 😢 bulan lalu ane udah daftar tapi data belum ane lengkapi, barusan coba tapi kok KTP di upload gagal terus yaaa."
iki_glembah,Insentif sy di dasbor sudah cair tapi pas di cek insentifnya gak masuk ke rekening sy ??
dwi_wahyuni95,@gotippp @yayahmuthiap
lettha,Jadwal saya 27 des d undur jadi 7 Januari 😭 gg jadi taun baruan ni min 😢😢
hazanamien,Terimakasih byk2 bagi penyenggara program prakerja
dohcwahyu,@sayamalapetaka mampus lo goblok
muhbakri03,Min ada gelombang selanjutnya gak yah
dohcwahyu,"@diditditha kerja, gblok"
agenorimoza_pratiwi,Tanya nomor rekening
agenorimoza_pratiwi,@dohcwahyu he tapi saya disuruh ke atm
dohcwahyu,"@agenorimoza_pratiwi asli bego, mata lo liat tuh centang biru"
hanseungwoo_10,Min kok mau ganti ewallet ke ovo ngak bisa sih? @prakerja.go.id
kharismawidiananda23,Hello kak gimna survei nya
dohcwahyu,"@fara_dillahatta mana ada, lo kalo dah dapet insentif ya bakal cair trus dari mulai pertama sampe yg ke 4"
firmankomeng1992,"Saya mau ganti nomer akun prakerja saya koq ga bisa2 yah, tolong di bantu dong"
adetiamonica,Kok bisa berubah tgl insentif nya yah kak?
agenorimoza_pratiwi,Ini admin prakerja asli apa bohong ya
zulhamsyah99,@annonymus_aja_lah yg di platform prakerja emang gimana ya?
haninsalsabilal,"min setidaknya, jika intensif tidak dapat cair bulan ini, informasikan kenapa jadi diundur. kita semua juga mungkin bakal paham kenapa, kalau tbtb diundur tanpa keterangan gini gimana? kasian kan yang sebagian orang mungkin berharap dari intensif ini buat keperluan sehari hari .
apa karna mau akhir tahun? jadi semuanya tutup buku? atau gimana? kaya gini kita malah menerka nerka min , setidaknya meski intensif diundur ada keterangan kenapa"
dohcwahyu,"@felani.nj ga usah bacot, dikasih duit gratis juga masih aja cerewet, yg penting cair aja bong"
dina_nl22,Alhamdulillah kemarin insentif yg terakhir dan insentif survey ke 3 sdh cair brngan min tgl 16 pdhal jadwal nya tgl 20.. 😊
babang_ahmad1,Punya saya blm cair sisa survei ke 2 sama ke 3
wildanhbb,"Saya percaya kok Min insentif pasti masuk, ya meskipun gak sesuai jadwal. Cuma yang saya sayangkan saldo saya masih ada tapi sudah tidak bisa digunakan untuk beli kelas lagi gara2 sudah melewati batas akhir penggunaan, info tentang batas akhir penggunaan pun baru muncul di awal bulan kemarin sedangkan saya masih harus menunggu sertifikat saya yang masih belum keluar (bahkan sampai sekarang). Sayang aja harusnya saldo masih bisa digunakan tapi jadi hangus. 🙏"
rhiskagustianaa,Min kok insentif saya yg isi survey blm masuk ya? Pdhl di dasboard keterangannya tgl 14 Dec masuknya.
enokipah93,Alhamdulillah udh cair semua👏
